Name,Latitude,Longitude,Country
Dassari,10.8158,1.1406,Benin
Taytay,10.8167,119.5167,Philippines
Zarraga,10.8167,122.6,Philippines
Tiahounkossi,10.8167,1.0667,Benin
Alimodian,10.8196,122.4322,Philippines
Kinattukkadavu,10.8225,77.0196,India
Santa Barbara,10.8231,122.5344,Philippines
Kerou,10.825,2.1094,Benin
Thu Duc,10.8266,106.7609,Vietnam
Hong Ngu,10.833,105.283,Vietnam
San Remigio,10.8331,122.0875,Philippines
Escalante,10.8333,123.5,Philippines
Dumangas,10.8333,122.7167,Philippines
Borbon,10.8333,124.0,Philippines
Fonseca,10.8333,-72.8333,Colombia
Juan de Acosta,10.8333,-75.0333,Colombia
MacArthur,10.8356,124.9964,Philippines
Belison,10.8381,121.9606,Philippines
Gogounou,10.8386,2.8361,Benin
Mangalam,10.845,75.919,India
Tirukkattuppalli,10.8481,78.9526,India
Malambo,10.85,-74.75,Colombia
Maga,10.85,14.9333,Cameroon
Tabuelan,10.85,123.9,Philippines
Cuyo,10.85,121.0167,Philippines
Tantega,10.85,1.0333,Benin
An Phu,10.85,105.0833,Vietnam
Inungur,10.8507,78.4889,India
Sokotindji,10.8528,3.4297,Benin
Milattur,10.8576,79.2394,India
Kudavasal,10.8582,79.4823,India
Upala,10.8645,-84.9942,Costa Rica
Dapaong,10.8667,0.2,Togo
Long Thanh,10.8667,106.9167,Vietnam
Magsaysay,10.8667,121.05,Philippines
Gounarou,10.8667,2.85,Benin
Tubara,10.8667,-74.9833,Colombia
Tittachcheri,10.8674,79.7893,India
Nangavaram,10.8692,78.5392,India
Chibok,10.8697,12.8467,Nigeria
Lalgudi,10.87,78.83,India
Tirumalaiyampalaiyam,10.879,76.9295,India
Tiruvadi,10.8805,79.1049,India
Ottaikkalmantapam,10.8827,76.9943,India
Saravia,10.8833,122.9667,Philippines
Cabatuan,10.8833,122.4833,Philippines
Maasin,10.8833,122.4333,Philippines
Lucena,10.8833,122.6,Philippines
Navrongo,10.8847,-1.0903,Ghana
Pasupatikovil,10.8893,79.1795,India
Valangiman,10.8897,79.394,India
Ettimadai,10.8911,76.9087,India
La Paz,10.8911,124.9572,Philippines
Ayyampettai,10.8971,79.1915,India
Sirugamani,10.8975,78.5142,India
Sagay,10.9,123.4167,Philippines
Tirur,10.9,75.92,India
Victorias,10.9,123.0833,Philippines
Barotac Nuevo,10.9,122.7,Philippines
Mayorga,10.9,125.0,Philippines
Distraccion,10.9,-72.8833,Colombia
Puvalur,10.9003,78.8308,India
Pettaivayttalai,10.9014,78.494,India
Uppidamangalam,10.9034,78.1575,India
Di An,10.9039,106.7678,Vietnam
Tan An,10.905,106.6994,Vietnam
Telimele,10.905,-13.043,Guinea
Madukkarai,10.9057,76.9634,India
Malaimachchampatti,10.9058,77.005,India
Binh Hoa,10.9061,106.7308,Vietnam
Tiruvadamarudur,10.9065,79.4482,India
Mannachchanellur,10.9078,78.7022,India
Merida,10.9098,124.5376,Philippines
Tan Van,10.9119,106.8261,Vietnam
Chettipalaiyam,10.9125,77.037,India
Pandaravadai,10.9133,79.2419,India
Patnongon,10.9142,121.9947,Philippines
Marudur,10.916,78.4509,India
Soledad,10.9167,-74.75,Colombia
Galapa,10.9167,-74.8333,Colombia
Long Khanh,10.917,107.167,Vietnam
Guelendeng,10.9183,15.5486,Chad
Albuera,10.9186,124.6923,Philippines
Firou,10.9192,1.9386,Benin
Pattiswaram,10.9253,79.3424,India
Papanasam,10.9273,79.2708,India
Segbana,10.9278,3.6944,Benin
Nelali,10.9282,77.4832,India
Hiep Hoa,10.9289,106.8378,Vietnam
Isabel,10.93,124.43,Philippines
Vellakkovil,10.93,77.72,India
Phan Thiet,10.9333,108.1,Vietnam
Tabogon,10.9333,124.0333,Philippines
Musiri,10.9333,78.45,India
Mina,10.9333,122.5833,Philippines
Rajagiri,10.9333,79.2333,India
Chichiriviche,10.9343,-68.2771,Venezuela
Binh Hoa,10.9353,106.8614,Vietnam
Kulittalai,10.9357,78.4241,India
Kaippakancheri,10.938,75.987,India
Irungalur,10.9399,78.7619,India
Boke,10.94,-14.3,Guinea
Tiruvalanjuli,10.9449,79.3286,India
Long Binh,10.9458,106.8775,Vietnam
Greytown,10.9467,-83.7358,Nicaragua
Tam Hiep,10.9497,106.8575,Vietnam
Puliyur,10.9499,78.1453,India
Bien Hoa,10.95,106.8167,Vietnam
Cadiz,10.95,123.3,Philippines
Pototan,10.95,122.6333,Philippines
Janiuay,10.95,122.5,Philippines
Chagne,10.95,36.5,Ethiopia
Injibara,10.95,36.9333,Ethiopia
Chintalavadi,10.9511,78.3158,India
Dulag,10.9525,125.0317,Philippines
Porlamar,10.9556,-63.8478,Venezuela
Krishnarayapuram,10.9563,78.2782,India
Swamimalai,10.9575,79.3293,India
Manapla,10.958,123.123,Philippines
Buu Long,10.96,106.7967,Vietnam
Karur,10.9601,78.0766,India
Kumbakonam,10.9602,79.3845,India
Kurichchi,10.9609,76.9738,India
Senapparetti,10.9625,78.1132,India
Puluvappatti,10.963,76.8158,India
Kuniyamuttur,10.9638,76.9525,India
Los Chiles,10.9639,-84.599,Costa Rica
Tirunageswaram,10.9646,79.4293,India
Pongalur,10.9654,77.372,India
Thu Dau Mot,10.9667,106.65,Vietnam
Diebougou,10.9667,-3.25,Burkina Faso
Pullambadi,10.9667,78.9167,India
Ikkarai Boluvampatti,10.9669,76.7996,India
Tepperumalnallur,10.9694,79.4254,India
Avanashipalaiyam,10.9696,77.4352,India
Ullur,10.9706,79.4063,India
Ho Nai,10.9725,106.8789,Vietnam
Julita,10.9731,124.9622,Philippines
Perur,10.9752,76.9129,India
Perintalmanna,10.9765,76.2269,India
Kallakkudi,10.9767,78.9525,India
Vellalur,10.9775,77.026,India
Anilao,10.9785,122.7531,Philippines
Orodara,10.98,-4.91,Burkina Faso
Pattanam,10.9808,77.0542,India
Perumpandi,10.9808,79.3839,India
Alagarai,10.9826,78.3891,India
Barranquilla,10.9833,-74.8019,Colombia
Takeo,10.9833,104.7833,Cambodia
Burauen,10.9833,124.9,Philippines
El Valle del Espiritu Santo,10.9833,-63.8833,Venezuela
Kattupputtur,10.9833,78.2333,India
Badiangan,10.986,122.5369,Philippines
Tottiyam,10.988,78.3363,India
Palladam,10.99,77.2,India
Pallappalaiyam,10.9951,77.0845,India
Kannampalaiyam,10.9954,77.099,India
Puebloviejo,10.9972,-74.2875,Colombia
Vedappatti,10.9988,76.896,India
San Remigio,11.0,123.95,Philippines
Barrancas,11.0,-72.75,Colombia
Sundapalaiyam,11.0014,76.8732,India
Valderrama,11.0036,122.1294,Philippines
Kangayam,11.0054,77.562,India
Cienaga,11.0069,-74.25,Colombia
Virakeralam,11.0077,76.9126,India
Karaiyampudur,11.0077,77.2942,India
Ormoc,11.0106,124.6075,Philippines
Kandiyankovil,11.0147,77.4695,India
Veppattur,11.0154,79.4344,India
Kadugli,11.0167,29.7167,Sudan
Bogo,11.0167,124.0,Philippines
Puerto Colombia,11.0167,-74.8833,Colombia
Coimbatore,11.0168,76.9558,India
Irugur,11.0178,77.0629,India
Tirumangalakkudi,11.0214,79.4714,India
Elurpatti,11.0234,78.2844,India
Toluprpatti,11.0244,78.3134,India
Naranapuram,11.0254,77.29,India
Vadavalli,11.0258,76.9038,India
Karuvambram,11.0271,76.1062,India
Kuppachchipalaiyam,11.0273,78.1131,India
Tranquebar,11.0292,79.8494,India
Guiuan,11.03,125.73,Philippines
Ganapatipalaiyam,11.0309,77.3367,India
Sivamalai,11.0319,77.5384,India
Trang Bang,11.033,106.367,Vietnam
La Asuncion,11.0333,-63.8628,Venezuela
Am-Timan,11.0333,20.2833,Chad
Tabontabon,11.0333,124.9667,Philippines
Sam,11.0333,2.7333,Benin
Al Mijlad,11.0339,27.74,Sudan
Tiruvaduturai,11.0379,79.5215,India
El Castillo de La Concepcion,11.0444,-84.4719,Nicaragua
Bugasong,11.0447,122.0647,Philippines
Lambunao,11.05,122.4833,Philippines
Bawku,11.05,-0.2333,Ghana
Palompon,11.05,124.3833,Philippines
Barotac Viejo,11.05,122.85,Philippines
Dingle,11.05,122.6667,Philippines
Banate,11.05,122.7833,Philippines
Tan Uyen,11.0508,106.7636,Vietnam
Malappuram,11.0588,76.0693,India
Nilambur,11.059,77.0838,India
Mohanur,11.0594,78.1397,India
Dagami,11.0611,124.9031,Philippines
Chinnavadampatti,11.0615,76.9838,India
Virapandi,11.0625,77.3508,India
Tolosa,11.0633,125.0353,Philippines
Zaria,11.0667,7.7,Nigeria
Duenas,11.0667,122.6167,Philippines
Santa Ana,11.068,-63.9221,Venezuela
Hatonuevo,11.0694,-72.7669,Colombia
San Enrique,11.0697,122.6567,Philippines
Vilangurichchi,11.0709,77.0178,India
Samalapuram,11.0724,77.198,India
Vellakkinar,11.0736,76.9566,India
Kuttalam,11.0758,79.5608,India
Srvanampatti,11.0764,77.0045,India
Kodumudi,11.0769,77.8876,India
Kalappatti,11.0794,77.0371,India
Pita,11.08,-12.401,Guinea
Murugampalaiyam,11.0806,77.3238,India
Tudiyalur,11.0816,76.9446,India
Chinnatadagam,11.0816,76.8674,India
Pannimadai,11.0823,76.9164,India
Svay Rieng,11.0833,105.8,Cambodia
Mota,11.0833,37.8667,Ethiopia
Muttanampalaiyam,11.0845,77.3969,India
La Cruz,11.0845,-85.6436,Costa Rica
Nanjundapuram,11.0857,76.8726,India
Gwoza,11.0861,13.6914,Nigeria
Arasur,11.0866,77.1146,India
Kombolcha,11.0867,39.7367,Ethiopia
Sonsoro,11.0875,2.7597,Benin
Nattakkadaiyur,11.0882,77.6637,India
Vegarai,11.0903,77.9679,India
Tiruppanandal,11.0919,79.4538,India
Andipalaiyam,11.092,77.315,India
Kaniyur,11.093,77.156,India
Passi,11.1,122.6333,Philippines
Maratturai,11.1,79.65,India
Leo,11.1,-2.1,Burkina Faso
Nallur,11.1003,77.3914,India
Kurumbapalaiyam,11.1053,76.9217,India
Tiruppur,11.1085,77.3411,India
Karumattampatti,11.1093,77.182,India
Balangiga,11.1097,125.3875,Philippines
Pottanur,11.1098,77.9888,India
Velur,11.1114,78.0048,India
Dikhil,11.1167,42.3667,Djibouti
Tanauan,11.1167,125.0167,Philippines
Marabut,11.1167,125.2167,Philippines
Mannarai,11.1172,77.3726,India
Manjeri,11.1197,76.131,India
Donwari,11.1197,2.8558,Benin
Sivagiri,11.12,77.8,India
Giporlos,11.1208,125.4494,Philippines
San Carlos,11.1236,-84.778,Nicaragua
Kandi,11.1286,2.9369,Benin
Medellin,11.1286,123.9622,Philippines
Moparipalaiyam,11.1332,77.147,India
Dese,11.1333,39.6333,Ethiopia
Calinog,11.1333,122.5,Philippines
Ariyalur,11.1333,79.0833,India
Pastrana,11.1333,124.8833,Philippines
Velampalaiyam,11.1376,77.3106,India
Pavittiram,11.1406,78.3631,India
Lawaan,11.1408,125.3011,Philippines
Lauaan,11.1429,122.0417,Philippines
Dano,11.1436,-3.0628,Burkina Faso
Vargaur,11.1452,78.3477,India
Gudalur,11.1455,76.9366,India
Erumaippatti,11.1467,78.29,India
Matagob,11.1469,124.4733,Philippines
Masakkavundanchettipalaiyam,11.1473,77.0756,India
Damboa,11.15,12.75,Nigeria
Ali Sabieh,11.15,42.7167,Djibouti
Santa Fe,11.15,123.8,Philippines
Salcedo,11.15,125.6667,Philippines
Vadugapatti,11.1518,77.7375,India
Agutaya,11.152,120.9396,Philippines
Periyanayakkanpalaiyam,11.1544,76.9499,India
Paramati,11.1544,78.0213,India
Quinapundan,11.1578,125.5208,Philippines
Palo,11.1583,124.9917,Philippines
Albania,11.1597,-72.5856,Colombia
Nerupperichchal,11.161,77.374,India
Arachchalur,11.1627,77.7007,India
Chennimalai,11.1638,77.6039,India
Tirumuruganpundi,11.1649,77.3084,India
Murungattoluvu,11.1651,77.6411,India
Pottireddippatti,11.1659,78.2708,India
Po,11.1667,-1.15,Burkina Faso
Chettipalaiyam,11.1667,77.335,India
Ap Phu Hai,11.1667,108.5667,Vietnam
Turaiyur,11.1686,78.6211,India
Uttukkuli,11.1689,77.4543,India
Virapandi,11.1723,76.9692,India
Ajuy,11.1725,123.0196,Philippines
San Rafael,11.1728,122.8267,Philippines
Phan Ri Cua,11.1739,108.5661,Vietnam
Mettuppalaiyam,11.1747,78.4425,India
Beypore,11.18,75.82,India
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso
Scarborough,11.1833,-60.7375,Trinidad and Tobago
Goumori,11.1833,2.2833,Benin
Bati,11.1833,40.0167,Ethiopia
Vellavadanparappu,11.1854,77.8425,India
Kananya,11.1856,124.5597,Philippines
Santa Fe,11.1856,124.9161,Philippines
Jaro,11.1894,124.7853,Philippines
Ottapparai,11.1936,77.5964,India
El Nido,11.1956,119.4075,Philippines
Barbasa,11.1961,122.0389,Philippines
Manamodu,11.1965,79.5953,India
Palangarai,11.1978,77.3058,India
Bantayan,11.2,123.7333,Philippines
Concepcion,11.2,123.1,Philippines
Alangalang,11.2061,124.8478,Philippines
Mukasi Pidariyur,11.2069,77.5922,India
Reddippatti,11.21,78.2166,India
Jayamkondacholapuram,11.2127,79.3637,India
Namakkal,11.2167,78.1667,India
Villaba,11.2167,124.4,Philippines
Perambalur,11.23,78.88,India
Vijayapuri,11.23,77.5,India
Avalpundurai,11.231,77.7182,India
Punjai Kalamangalam,11.2322,77.8236,India
Annur,11.2325,77.1069,India
Modakkurichchi,11.2329,77.7794,India
Lemery,11.2333,122.9333,Philippines
Bingawan,11.2333,122.5667,Philippines
Sinmperekou,11.2333,2.4167,Benin
Mettupalaiyam,11.2341,76.9067,India
Marudur,11.2346,76.9064,India
Kurumbalur,11.236,78.8005,India
Vadamugam Vellodu,11.2366,77.6617,India
Nallippalaiyam,11.2388,78.1495,India
Shiyali,11.239,79.736,India
Chikkarampalaiyam,11.2416,76.9854,India
Santa Marta,11.2419,-74.2053,Colombia
Karamadai,11.2428,76.9617,India
Toura,11.2436,2.3831,Benin
Tacloban,11.2444,125.0039,Philippines
General MacArthur,11.2486,125.54,Philippines
Calicut,11.25,75.77,India
Daanbantayan,11.25,124.0,Philippines
Sara,11.25,123.0167,Philippines
Balakrishnanpatti,11.2511,78.4736,India
Sendurai,11.253,79.172,India
San Juan del Sur,11.2533,-85.8708,Nicaragua
Tekkampatti,11.2559,76.8872,India
Kilkunda,11.2569,76.6697,India
Bittou,11.2575,-0.3039,Burkina Faso
Tapas,11.2622,122.5369,Philippines
Dumarao,11.2631,122.6878,Philippines
Modavandisatyamangalam,11.2635,77.7285,India
Dangila,11.2667,36.8333,Ethiopia
Madridejos,11.2667,123.7333,Philippines
Dibulla,11.2667,-73.3,Colombia
Adet,11.2667,37.4833,Ethiopia
Elambalur,11.2669,78.8816,India
San Dionisio,11.2711,123.0948,Philippines
Tan Phu,11.272,107.4367,Vietnam
Kunnattur,11.2727,77.4107,India
Mannargudi,11.2761,79.552,India
Nilambur,11.2769,76.2258,India
Perundurai,11.2777,77.5837,India
Basey,11.2817,125.0683,Philippines
Sendamangalam,11.2825,78.2339,India
Hoa Thanh,11.2831,106.1297,Vietnam
Catio,11.2833,-15.25,Guinea-Bissau
Vairichettipalaiyam,11.2872,78.4893,India
Boosaaso,11.2886,49.1819,Somalia
Tibiao,11.2892,122.0342,Philippines
Jadayampalaiyam,11.293,76.9495,India
San Miguel,11.2942,124.83,Philippines
Capoocan,11.2944,124.6419,Philippines
Pudur,11.296,77.7478,India
Dinguiraye,11.299,-10.726,Guinea
Banikoara,11.3,2.4333,Benin
Carigara,11.3,124.6833,Philippines
Gomparou,11.3,2.4489,Benin
Esanai,11.3004,78.8314,India
Karumandi Chellipalaiyam,11.3019,77.586,India
Dumalag,11.3039,122.6214,Philippines
Punjai Lakkapuram,11.305,77.7554,India
Tabango,11.3067,124.3714,Philippines
Sikasso,11.3167,-5.6667,Mali
Labe,11.3167,-12.2833,Guinea
Barugo,11.3167,124.7333,Philippines
Hulikal,11.3193,76.7732,India
Sirumugai,11.3214,77.0052,India
Hernani,11.3239,125.6181,Philippines
Angara-Debou,11.3289,3.0406,Benin
Vellipalaiyam,11.3314,76.9813,India
Babanusah,11.3333,27.8,Sudan
Tirumalaippatti,11.3353,78.2194,India
Adigaratti,11.3357,76.6971,India
Nasiyanur,11.3381,77.6408,India
Erode,11.3409,77.7171,India
Surampatti,11.3411,77.6956,India
Cuartero,11.3428,122.6714,Philippines
Coonoor,11.345,76.795,India
Pettampalaiyam,11.3499,77.5706,India
Punjai Puliyampatti,11.3516,77.1667,India
Saylac,11.3539,43.4731,Somalia
Virappanchathiram,11.3553,77.6678,India
Varadarajampettai,11.3553,79.4186,India
Nambiyur,11.3581,77.3211,India
Vubatalai,11.3597,76.7649,India
Siruvalur,11.36,77.4575,India
Manjathala,11.3624,76.7789,India
Alampalaiyam,11.3635,77.7677,India
Wellington,11.3655,76.7844,India
Leyte,11.3667,124.4833,Philippines
Nanjanad,11.3669,76.6415,India
Tay Ninh,11.3678,106.1189,Vietnam
Pallipalaiyam,11.3679,77.7435,India
Kadachchinallur,11.3686,77.8033,India
Kanjikkovil,11.3689,77.5962,India
Brahmana Periya Agraharam,11.369,77.7063,India
Periya Semur,11.37,77.6908,India
Koshanam,11.3701,77.3523,India
Tokkavadi,11.3702,77.8412,India
Navani,11.3709,78.138,India
Bikkatti,11.3741,76.7513,India
Talugai,11.3752,78.4822,India
Maicao,11.3778,-72.2389,Colombia
Tiruchengodu,11.379,77.8949,India
Dao,11.38,122.63,Philippines
Arumbavur,11.381,78.7296,India
Usuppur,11.3815,79.697,India
Elattur,11.3866,77.308,India
Pallappalaiyam,11.3891,77.6027,India
Devanangurichchi,11.3895,77.8547,India
Maayon,11.3903,122.7828,Philippines
Labbaikkudikkadu,11.3922,79.0218,India
Coro,11.395,-69.6816,Venezuela
Karuveppampatti,11.3983,77.8746,India
Elandakuttai,11.3992,77.7782,India
Massenya,11.4,16.1667,Chad
Ketti,11.4,76.7,India
Annamalainagar,11.4,79.7333,India
Srimushnam,11.4012,79.4038,India
Tiruvasaladi,11.4013,79.7746,India
San Miguelito,11.4025,-84.9003,Nicaragua
Pennadam,11.4039,79.2416,India
Naduhatti,11.4043,76.816,India
Sottaiyampalaiyam,11.4053,77.6794,India
Chidambaram,11.407,79.6912,India
Jamindan,11.4094,122.5103,Philippines
Ootacamund,11.41,76.7,India
Llorente,11.4125,125.5458,Philippines
Kengarai,11.4144,76.9277,India
Singalandapuram,11.4166,78.2224,India
Bougouni,11.4167,-7.4833,Mali
San Isidro,11.4167,124.35,Philippines
Kotagiri,11.4167,76.8667,India
Batad,11.4167,123.1167,Philippines
Tittagudi,11.4167,79.1167,India
Siguiri,11.4189,-9.1644,Guinea
Babatngon,11.4207,124.8434,Philippines
Sigma,11.4214,122.6662,Philippines
Morur,11.4221,77.8743,India
Koko,11.4232,4.517,Nigeria
Kavundappadi,11.4248,77.5579,India
Salangaippalaiyam,11.426,77.5707,India
Culasi,11.4272,122.056,Philippines
Tummanatti,11.4284,76.7585,India
Chon Thanh,11.4292,106.6572,Vietnam
Periyapuliyur,11.4296,77.6309,India
President Roxas,11.4297,122.9247,Philippines
Mambusao,11.43,122.5953,Philippines
Pillanallur,11.4322,78.1334,India
Kalingiyam,11.4324,77.4178,India
Gomboussougou,11.4333,-0.7667,Burkina Faso
Sendarappatti,11.4373,78.5215,India
Mel Bhuvanagiri,11.438,79.6328,India
Tammampatti,11.4381,78.4836,India
Gangavalli,11.4381,78.4836,India
Rivas,11.4386,-85.8286,Nicaragua
Quilandi,11.439,75.695,India
Tola,11.4392,-85.9389,Nicaragua
Tougue,11.44,-11.67,Guinea
Padaivedu,11.4401,77.8089,India
Karattuppalaiyam,11.4402,77.3575,India
Modachchur,11.4415,77.4288,India
Kumarapalaiyam,11.4416,77.6907,India
Bhavani,11.4455,77.6821,India
Alukkuli,11.4458,77.3574,India
Lakkampatti,11.4461,77.4118,India
Calubian,11.4467,124.4278,Philippines
Killai,11.4493,79.7668,India
Estancia,11.45,123.15,Philippines
Chbar Mon,11.45,104.5,Cambodia
Mettuppalaiyam,11.4503,77.5682,India
Kaguchi,11.4519,76.8061,India
Kampong Speu,11.452,104.519,Cambodia
Santa Rita,11.4522,124.9408,Philippines
Gopichettipalaiyam,11.4549,77.4365,India
Chinnakkavundanur,11.4559,77.8673,India
Odatturai,11.4577,77.515,India
Kattari,11.4593,77.7263,India
Kadanadu,11.4607,76.7182,India
Ed Daein,11.4608,26.1283,Sudan
Panitan,11.4639,122.7694,Philippines
Nagaiyampatti,11.4639,78.4801,India
Ulipuram,11.4667,78.4667,India
Jambai,11.4678,77.6434,India
Appukkudal,11.4684,77.5766,India
Rasipuram,11.47,78.17,India
Namagiripettai,11.47,78.27,India
Qandala,11.4711,49.8739,Somalia
Cabucgayan,11.4719,124.575,Philippines
Balasan,11.4728,123.0878,Philippines
Pattanam,11.4728,78.2109,India
Balangkayan,11.4728,125.5108,Philippines
Viraganur,11.4761,78.7355,India
Nedugula,11.4764,76.8904,India
Hullatti,11.4771,76.696,India
Sankaridrug,11.48,77.87,India
Naduvalur,11.48,78.65,India
Founougo,11.4808,2.5322,Benin
Naduvattam,11.4808,76.5437,India
Periyakoduveri,11.4811,77.2989,India
Attappampatti,11.482,78.0248,India
Prey Veng,11.4833,105.3167,Cambodia
Ta Khmau,11.4833,104.95,Cambodia
Pontevedra,11.4833,122.8333,Philippines
Libacao,11.4833,122.3,Philippines
Mamarappatti,11.4845,78.0374,India
Puerto Cumarebo,11.4861,-69.3503,Venezuela
Pilar,11.4878,122.9956,Philippines
San Miguel,11.492,119.871,Philippines
Mallasamudram,11.4933,78.0312,India
Sapian,11.4939,122.6047,Philippines
Potosi,11.4942,-85.8556,Nicaragua
Hounde,11.5,-3.5167,Burkina Faso
Vriddhachalam,11.5,79.33,India
Maydolong,11.5,125.5,Philippines
Ouargaye,11.5,0.05,Burkina Faso
Karkudalpatti,11.5002,78.3521,India
Attanur,11.5006,78.1356,India
Gudalur,11.5014,76.4916,India
Belen,11.5028,-85.8889,Nicaragua
Devanakavundanur,11.5048,77.8383,India
Kolappalur,11.51,77.45,India
Kondayampalaiyam,11.513,77.4371,India
Punjai Turaiyampalaiyam,11.5142,77.4234,India
Vennandur,11.515,78.0908,India
Satyamangalam,11.5167,77.25,India
Yoboki,11.5167,42.1,Djibouti
Dong Xoai,11.5169,106.8392,Vietnam
Bama,11.5189,13.6842,Nigeria
Vaikuntam,11.5197,77.9398,India
Funtua,11.5204,7.32,Nigeria
Ivisan,11.5217,122.6908,Philippines
Arta,11.5236,42.8472,Djibouti
Thevur,11.524,77.7539,India
Nelliyalam,11.5255,76.3589,India
Madalag,11.5269,122.3064,Philippines
Fara,11.5333,-2.7667,Burkina Faso
Paittur,11.5356,78.5749,India
Kirippatti,11.5357,78.4897,India
Altavas,11.5383,122.4869,Philippines
Gangaikondan,11.5389,79.4765,India
Moyogalpa,11.5403,-85.6969,Nicaragua
Kesarimangalam,11.5423,77.7247,India
Devarshola,11.5437,76.4404,India
Riohacha,11.5442,-72.9069,Colombia
Brahmadesam,11.5449,77.5803,India
Bao Loc,11.5481,107.8075,Vietnam
Puduppatti,11.55,78.2833,India
Pa,11.55,-3.26,Burkina Faso
Sapouy,11.5544,-1.7736,Burkina Faso
Panay,11.5553,122.7931,Philippines
Balete,11.5553,122.3792,Philippines
Eranapuram,11.5581,77.9893,India
Panamarattuppatti,11.562,78.1649,India
Olagadam,11.5656,77.6428,India
Phan Rang-Thap Cham,11.5667,108.9833,Vietnam
Carles,11.5667,123.1333,Philippines
Villareal,11.5667,124.9333,Philippines
Caibiran,11.5667,124.5833,Philippines
Asaita,11.5667,41.4333,Ethiopia
Mangalapuram,11.5667,78.3788,India
Altagracia,11.5672,-85.5783,Nicaragua
Erumad,11.5681,76.2608,India
Masinigudi,11.5683,76.6409,India
Phnom Penh,11.5694,104.9211,Cambodia
Kurichchi,11.5701,77.6969,India
Konganapuram,11.571,77.9004,India
Pachchampalaiyam,11.5723,77.6096,India
Bolama,11.5767,-15.4828,Guinea-Bissau
Di Linh,11.5778,108.0751,Vietnam
Parur,11.5793,79.255,India
Biliran,11.58,124.48,Philippines
Naval,11.5833,124.45,Philippines
Buba,11.5833,-15.0,Guinea-Bissau
Idappadi,11.5835,77.8341,India
Batan,11.5853,122.4981,Philippines
Djibouti,11.5883,43.145,Djibouti
Roxas City,11.5894,122.7511,Philippines
Sebaste,11.5901,122.0945,Philippines
Kachchippalli,11.595,77.9188,India
Bahir Dar,11.6,37.3833,Ethiopia
Cheramkod,11.6,76.3167,India
Patlur,11.6,77.6,India
Vellarivalli,11.6003,77.7927,India
Manivilundan,11.6004,78.7169,India
Nalikkalpatti,11.6021,78.134,India
Kattukkottai,11.6026,78.6698,India
Narasingapuram,11.6038,78.5778,India
Ilampillai,11.6066,78.0068,India
Nilavarappatti,11.6081,78.1499,India
Koranampatti,11.6085,77.9049,India
Neyveli,11.6088,79.4994,India
Kalpatta,11.6088,76.0814,India
Borongan,11.6094,125.4361,Philippines
Koh Kong,11.6167,102.9833,Cambodia
Pinabacdao,11.6167,124.9833,Philippines
Ammapettai,11.6197,77.7426,India
Almeria,11.6206,124.3794,Philippines
Neykkarappatti,11.6225,78.1058,India
Kondalampatti,11.6262,78.1189,India
Idangansalai,11.6272,77.989,India
Ramanayakkanpalaiyam,11.6291,78.5624,India
Erumapalaiyam,11.6324,78.1695,India
Calbiga,11.6333,125.0167,Philippines
Daram,11.6341,124.7947,Philippines
Chinna Salem,11.6342,78.8741,India
Mangalam,11.6368,79.2806,India
Siruvachchur,11.638,78.7557,India
Banga,11.6389,122.3331,Philippines
Zumarraga,11.639,124.841,Philippines
Chettimangurichchi,11.6393,77.8557,India
Varisshiyakuni,11.64,75.587,India
Malinao,11.6431,122.3072,Philippines
Ennamangalam,11.6449,77.593,India
Svay Pak,11.6467,104.8715,Cambodia
Chittur,11.647,77.8239,India
Desavilakku,11.6476,77.967,India
New Washington,11.6483,122.4339,Philippines
Salem,11.65,78.15,India
Vellalapuram,11.6525,77.938,India
Binh Long,11.6527,106.6093,Vietnam
Nerinjippettai,11.6543,77.7586,India
Culaba,11.6578,124.5425,Philippines
Ettapur,11.6625,78.4764,India
Puliyampatti,11.6653,77.8041,India
Odayarpatti,11.6663,78.2144,India
Manga,11.6667,-1.0667,Burkina Faso
Mersa,11.6667,39.6583,Ethiopia
Port Blair,11.6683,92.7378,India
Leso,11.6697,122.3269,Philippines
Karukkalvadi,11.6714,78.0126,India
Azare,11.6742,10.1911,Nigeria
Ayodhyapattanam,11.6755,78.2409,India
Minnampalli,11.6758,78.2676,India
El Almendro,11.6781,-84.7014,Nicaragua
Nueva Guinea,11.6867,-84.4561,Nicaragua
Kiranur,11.692,79.2899,India
Kannankurichchi,11.6969,78.1794,India
Jalakandapuram,11.6986,77.8776,India
Taramangalam,11.7,77.98,India
Kawayan,11.7,124.3667,Philippines
Hinabangan,11.7,125.0667,Philippines
San Sebastian,11.7,125.0167,Philippines
Mahe,11.7011,75.5367,India
Chennampatti,11.7011,77.6785,India
Avadattur,11.7014,77.8638,India
Numancia,11.7042,122.3289,Philippines
Kalibo,11.7072,122.37,Philippines
Belur,11.7075,78.4144,India
Potiskum,11.7104,11.08,Nigeria
Makato,11.712,122.2922,Philippines
Muttunayakkanpatti,11.7125,78.033,India
Uribia,11.7139,-72.2658,Colombia
Elavanasur,11.7154,79.1796,India
Punto Fijo,11.7167,-70.1833,Venezuela
Karuppur,11.717,78.0924,India
El Fula,11.7175,28.34,Sudan
Surappalli,11.7187,77.8778,India
Pandan,11.7206,122.0961,Philippines
Kurichchi,11.7276,78.4102,India
Omalur,11.73,78.07,India
Guene,11.7306,3.2242,Benin
Nefas Mewch'a,11.7333,38.4667,Ethiopia
